id	viewCount	thumbnail	image	url	use	published	updated	title	author	description	restrictedInDE	restrictionsAll	rating	category	reasonDE	reasonEN
_KSyWS8UgA4	84966185	http://i.ytimg.com/vi/_KSyWS8UgA4/default.jpg	http://i.ytimg.com/vi/_KSyWS8UgA4/hqdefault.jpg	http://www.youtube.com/watch?v=_KSyWS8UgA4	true	2011-04-04T19:37:51.000Z	2013-01-26T15:57:28.000Z	Cali Y El Dandee - Yo Te Esperaré	CALIDANDEE	El nuevo álbum de Cali & El Dandee "3.A.M." ya está disponible en iTunes! \nDescárgalo ya - http://itunes.apple.com/es/album/3-a.m./id541583025 \nPara más información, visita http://www.universalmusic.es/es_ES/detalleartista/1035/cali-el-dandee\n\nMusic video by Cali Y El Dandee performing Yo Te Esperaré. 2012 Universal Music Spain, S.L.	true	DE	4.883288	Musik	Dieses Video ist in Deutschland nicht verfügbar, weil es möglicherweise Musik enthält, für die die erforderlichen Musikrechte von der GEMA nicht eingeräumt wurden.	Unfortunately, this video is not available in Germany because it may contain music for which GEMA has not granted the respective music rights.
psuRGfAaju4	84900760	http://i.ytimg.com/vi/psuRGfAaju4/default.jpg	http://i.ytimg.com/vi/psuRGfAaju4/hqdefault.jpg	http://www.youtube.com/watch?v=psuRGfAaju4	true	2009-12-16T04:10:21.000Z	2013-01-26T15:56:51.000Z	Owl City - Fireflies	OwlCityVEVO	Music video by Owl City performing Fireflies. YouTube view counts pre-VEVO: 22,880,713. (C) 2009 Universal Republic Records, a division of UMG Recordings, Inc.	true	DE	4.857801	Musik	Dieses Video ist in Deutschland nicht verfügbar, weil es möglicherweise Musik enthält, für die die erforderlichen Musikrechte von der GEMA nicht eingeräumt wurden.	Unfortunately, this video is not available in Germany because it may contain music for which GEMA has not granted the respective music rights.
ymKLymvwD2U	84901494	http://i.ytimg.com/vi/ymKLymvwD2U/default.jpg	http://i.ytimg.com/vi/ymKLymvwD2U/hqdefault.jpg	http://www.youtube.com/watch?v=ymKLymvwD2U	true	2010-10-18T15:28:37.000Z	2013-01-26T15:58:20.000Z	Willow Smith - Whip My Hair	WillowSmithVEVO	Music video by Willow performing Whip My Hair. (C) 2010 Roc Nation, LLC.	true	DE,KR,SS,TW	4.1806083	Musik	Dieses Video ist in Deutschland nicht verfügbar, weil es möglicherweise Musik enthält, für die die erforderlichen Musikrechte von der GEMA nicht eingeräumt wurden.	Unfortunately, this video is not available in Germany because it may contain music for which GEMA has not granted the respective music rights.
mnK7Xk0ZqJ8	84693759	http://i.ytimg.com/vi/mnK7Xk0ZqJ8/default.jpg	http://i.ytimg.com/vi/mnK7Xk0ZqJ8/hqdefault.jpg	http://www.youtube.com/watch?v=mnK7Xk0ZqJ8	true	2011-11-22T18:56:09.000Z	2013-01-26T06:27:25.000Z	Jennifer Lopez Provoca Erección a Pitbull @AMA 2011 [@buscandosonido]	ElTipoHD	http://buscandosonido.net \n\n\nJennifer Lopez ft. Wisin y Yandel - Follow The Leader\nJennifer Lopez ft. Wisin y Yandel - Follow The Leader\nJennifer Lopez ft. Wisin y Yandel - Follow The Leader\n\n\nJennifer Lopez caused erection in Pitbull \n\nthe diva Jennifer Lopez not only aroused anger by the public in the American Music Awards 2011 with its frenzied dance, but also an erection in the singer Pitbull, according to a photograph of the show broadcast on the Internet, which leaves little to the imagination.\n\nJennifer Lopez stole the night to divest itself of its garments while interpreted themes of suultimo album "Love? ", to the side of the cuban Pitbull, who was in trouble on the stage. Contonenado its sculptural rear its attribute more coveted and well-publicized of the actress, Lopez would have caused the small Pitbull also begins to roar on the dais.\n\nThis is evidenced by a photograph disseminated through the Internet by some media, in which we can watch the excitement caused in the rapper\n\nJennifer López provocó erección en Pitbull\n\nLa diva Jennifer López no solo despertó furor en el público de los American Music Awards 2011 con su frenético baile, sino también una erección en el cantante Pitbull, de acuerdo a una fotografía del show difundida en Internet, que deja poco a la imaginación.\n\nJlo se robó la noche al despojarse de sus prendas mientras interpretaba temas de suúltimo album "Love?", al lado del cubano Pitbull, a quien puso en aprietos sobre el escenario. Contonenado su escultural trasero, su atributo más codiciado y publicitado de la actriz, la López habría provocado que el pequeño Pitbull también empiece a rugir sobre la tarima.\n\nAsí lo demuestra una fotografía difundida en Internet por algunos medios de comunicación, en la que podemos observar la excitación que causó en el rapero\n\n\n\nJennifer Lopez Exita a pitbull con baile sensual?\nSe le para el pene a pitbull durante su presentacion junto a jlo en los american music awards 2011\nJLO provoca ereccion a pitbull en los american music awards\nPitbull get erect by jlo on ama 2011\nBaile sexy de jennifer lopez provoca ereccion a pitbull\nSexi baile provoca ereccion pitbull en los american music awards\nPitbull allegedly get erect while performing with Jennifer Lopez\nerect pirbull by jlo\nPapi jennifer lopez pitbull american music awards\nJennifer Lopez performs with Pitbull, he gets "excited!"\npitbull get a boner\n Pitbull allegedly get erect while performing with Jennifer Lopez.	false		3.8583763	Unterhaltung	Inhaltswarnung	Content Warning
WSWrepLjTKc	84651227	http://i.ytimg.com/vi/WSWrepLjTKc/default.jpg	http://i.ytimg.com/vi/WSWrepLjTKc/hqdefault.jpg	http://www.youtube.com/watch?v=WSWrepLjTKc	true	2009-02-04T12:12:44.000Z	2013-01-26T15:55:03.000Z	Kid Cudi vs. Crookers - Day 'n' Night	Embassy One	Videoclip: Kid Cudi vs. Crookers - Day 'n' Night\r\nLabel: www.ministryofsound.de\r\nVÖ: 13.03.2009	true	DE	4.8225684	Unterhaltung	Dieses Video ist in Deutschland nicht verfügbar, weil es möglicherweise Musik enthält, für die die erforderlichen Musikrechte von der GEMA nicht eingeräumt wurden.	Unfortunately, this video is not available in Germany because it may contain music for which GEMA has not granted the respective music rights.
lkHlnWFnA0c	84489405	http://i.ytimg.com/vi/lkHlnWFnA0c/default.jpg	http://i.ytimg.com/vi/lkHlnWFnA0c/hqdefault.jpg	http://www.youtube.com/watch?v=lkHlnWFnA0c	true	2010-09-08T10:44:59.000Z	2013-01-26T15:23:55.000Z	【PV】 ヘビーローテーション / AKB48 [公式]	AKB48	AKB48 17thシングル「ヘビーローテーション」\n作詞：秋元 康　作曲：山崎 燿　編曲：田中ユウスケ\n\n社会現象にまでなった「AKB48 17thシングル 選抜総選挙」。\nファン投票の結果、上位21名に選ばれたメンバーが歌う新曲のテーマは"Rock＆Cute"。\n見事ファン投票1位を獲得した大島優子が初のセンターで務めます。\n\n日本屈指のフォトグラファー兼映画監督の蜷川実花監督によるPV＆ジャケット写真にも注目。\n\n\n2010.8.18 ON SALE	true	DE	3.9272268	Musik	Dieses Video ist in Deutschland nicht verfügbar, weil es möglicherweise Musik enthält, für die die erforderlichen Musikrechte von der GEMA nicht eingeräumt wurden.	Unfortunately, this video is not available in Germany because it may contain music for which GEMA has not granted the respective music rights.
aFhvWOgg-YU	84611548	http://i.ytimg.com/vi/aFhvWOgg-YU/default.jpg	http://i.ytimg.com/vi/aFhvWOgg-YU/hqdefault.jpg	http://www.youtube.com/watch?v=aFhvWOgg-YU	true	2007-06-13T16:49:08.000Z	2013-01-26T13:44:15.000Z	ようこそ、YouTube Japanへ	RinpaEshidan	YouTube,\n色々と有り難う！\n輪派絵師団一同\n\nMusic by 啓　(Afra&Incredible Beat Box Band)\nCast:\nNoiz-Davi\nDaisuke Yamamoto\nAkari Sasai\nSatoru Ohno\n\nhttp://www.youtube.com/rinpaeshidan\n\nこの「ようこそ、YouTube Japanへ」の動画は、２００７年にYouTubeが国別のサイトに更新される際、YouTube Japanへの誘導のため、YouTube本社からの依頼によって制作された映像です。\nこの動画はYouTube Japanのトップページではありません。\n不快に感じられる方は、ブックマークから削除をしていただければと思います。	false		1.8366812	Film & Animation	Wir haben deine Spracheinstellung festgelegt.	Added to
EmZvOhHF85I	84270366	http://i.ytimg.com/vi/EmZvOhHF85I/default.jpg	http://i.ytimg.com/vi/EmZvOhHF85I/hqdefault.jpg	http://www.youtube.com/watch?v=EmZvOhHF85I	true	2012-04-07T04:00:06.000Z	2013-01-26T16:00:01.000Z	Nicki Minaj - Beez In The Trap (Explicit) ft. 2 Chainz	NickiMinajAtVEVO	Music video by Nicki Minaj performing Beez In The Trap (Explicit). © 2012 Cash Money Records/Young Money Ent./Universal Rec.\n\nBuy It Now! \niTunes - http://bit.ly/NickiRomanitunesDeluxe\nAmazon - http://bit.ly/NickiRomanAmazondeluxe	true	DE	3.5558126	Musik	Dieses Video ist in Deutschland nicht verfügbar, weil es möglicherweise Musik enthält, für die die erforderlichen Musikrechte von der GEMA nicht eingeräumt wurden.	Unfortunately, this video is not available in Germany because it may contain music for which GEMA has not granted the respective music rights.
hmP7TYtDVUU	84144146	http://i.ytimg.com/vi/hmP7TYtDVUU/default.jpg	http://i.ytimg.com/vi/hmP7TYtDVUU/hqdefault.jpg	http://www.youtube.com/watch?v=hmP7TYtDVUU	true	2011-01-27T23:32:25.000Z	2013-01-26T15:59:04.000Z	Wiz Khalifa - On My Level Ft. Too Short [Official Music Video]	AtlanticVideos	Watch the best videos on YouTube from Wiz Khalifa here:\r\nhttp://www.youtube.com/playlist?list=PLakoz4isJL_mdAOvmFD8ddUZFZc4Hqewo\r\n\r\nWiz Khalifa's new album O.N.I.F.C., is available December 4, 2012: http://bit.ly/onifcitunes\r\n\r\nWiz Khalifa exclusive merch bundles available now! http://bit.ly/ZtYFRD\r\n\r\nhttp://www.wizkhalifa.com/\r\nhttps://www.facebook.com/wizkhalifa\r\nhttp://twitter.com/realwizkhalifa	true	DE	4.81548	Musik	Dieses Video ist in Deutschland nicht verfügbar, weil es möglicherweise Musik enthält, für die die erforderlichen Musikrechte von der GEMA nicht eingeräumt wurden.	Unfortunately, this video is not available in Germany because it may contain music for which GEMA has not granted the respective music rights.
vTpV8Cmg21U	84186780	http://i.ytimg.com/vi/vTpV8Cmg21U/default.jpg	http://i.ytimg.com/vi/vTpV8Cmg21U/hqdefault.jpg	http://www.youtube.com/watch?v=vTpV8Cmg21U	true	2012-01-29T06:00:06.000Z	2013-01-26T16:00:35.000Z	sexy love scene from rudra -the fire- bengali film	KUSUM LATA JHUNJHUNWALA	adult sexy love scene film rudra -the fire- bengali	false		2.924194	Film & Animation	Wir haben deine Spracheinstellung festgelegt.	Added to
C-dvTjK_07c	84285541	http://i.ytimg.com/vi/C-dvTjK_07c/default.jpg	http://i.ytimg.com/vi/C-dvTjK_07c/hqdefault.jpg	http://www.youtube.com/watch?v=C-dvTjK_07c	true	2010-08-25T17:19:24.000Z	2013-01-26T16:00:12.000Z	Usher - DJ Got Us Fallin' In Love ft. Pitbull	UsherVEVO	Music video by Usher featuring Pitbull performing DJ Got Us Fallin' In Love. (C) 2010 JIVE Records, a unit of Sony Music Entertainment	true	DE,SS	4.9218574	Musik	Dieses Video ist in Deutschland nicht verfügbar, weil es möglicherweise Musik enthält, für die die erforderlichen Musikrechte von der GEMA nicht eingeräumt wurden.	Unfortunately, this video is not available in Germany because it may contain music for which GEMA has not granted the respective music rights.
-Edv8Onsrgg	84119149	http://i.ytimg.com/vi/-Edv8Onsrgg/default.jpg	http://i.ytimg.com/vi/-Edv8Onsrgg/hqdefault.jpg	http://www.youtube.com/watch?v=-Edv8Onsrgg	true	2011-02-17T21:25:20.000Z	2013-01-26T16:00:18.000Z	Britney Spears - Hold It Against Me	BritneySpearsVEVO	Music video by Britney Spears performing Hold It Against Me. (C) 2011 JIVE Records, a unit of Sony Music Entertainment	true	DE	4.323654	Musik	Dieses Video ist in Deutschland nicht verfügbar, weil es möglicherweise Musik enthält, für die die erforderlichen Musikrechte von der GEMA nicht eingeräumt wurden.	Unfortunately, this video is not available in Germany because it may contain music for which GEMA has not granted the respective music rights.
lVhJ_A8XUgc	84019326	http://i.ytimg.com/vi/lVhJ_A8XUgc/default.jpg	http://i.ytimg.com/vi/lVhJ_A8XUgc/hqdefault.jpg	http://www.youtube.com/watch?v=lVhJ_A8XUgc	true	2009-10-25T06:55:53.000Z	2013-01-26T15:51:24.000Z	Britney Spears - Circus	BritneySpearsVEVO	Music video by Britney Spears performing Circus. (C) 2008 Zomba Recording LLC	true	DE,SS	4.8670673	Musik	Dieses Video ist in Deutschland nicht verfügbar, weil es möglicherweise Musik enthält, für die die erforderlichen Musikrechte von der GEMA nicht eingeräumt wurden.	Unfortunately, this video is not available in Germany because it may contain music for which GEMA has not granted the respective music rights.
J3UjJ4wKLkg	83951247	http://i.ytimg.com/vi/J3UjJ4wKLkg/default.jpg	http://i.ytimg.com/vi/J3UjJ4wKLkg/hqdefault.jpg	http://www.youtube.com/watch?v=J3UjJ4wKLkg	true	2009-11-30T08:35:23.000Z	2013-01-26T15:59:17.000Z	Rihanna - Take A Bow	RihannaVEVO	Music video by Rihanna performing Take A Bow. YouTube view counts pre-VEVO: 66,288,884. (C) 2008 The Island Def Jam Music Group.	true	DE	4.914218	Musik	Dieses Video ist in Deutschland nicht verfügbar, weil es möglicherweise Musik enthält, für die die erforderlichen Musikrechte von der GEMA nicht eingeräumt wurden.	Unfortunately, this video is not available in Germany because it may contain music for which GEMA has not granted the respective music rights.
0habxsuXW4g	83717119	http://i.ytimg.com/vi/0habxsuXW4g/default.jpg	http://i.ytimg.com/vi/0habxsuXW4g/hqdefault.jpg	http://www.youtube.com/watch?v=0habxsuXW4g	true	2009-06-16T22:18:54.000Z	2013-01-26T15:48:29.000Z	Mariah Carey - We Belong Together	MariahCareyVEVO	Music video by Mariah Carey performing We Belong Together. (C) 2005 The Island Def Jam Music Group and Mariah Carey	true	DE	4.901488	Musik	Dieses Video ist in Deutschland nicht verfügbar, weil es möglicherweise Musik enthält, für die die erforderlichen Musikrechte von der GEMA nicht eingeräumt wurden.	Unfortunately, this video is not available in Germany because it may contain music for which GEMA has not granted the respective music rights.
2CGF_Z3yZAo	83261454	http://i.ytimg.com/vi/2CGF_Z3yZAo/default.jpg	http://i.ytimg.com/vi/2CGF_Z3yZAo/hqdefault.jpg	http://www.youtube.com/watch?v=2CGF_Z3yZAo	true	2011-05-25T16:49:20.000Z	2013-01-26T15:34:42.000Z	Jason Derulo - Don't Wanna Go Home (Official Video)	JasonDerulo	© 2012 WMG\nBuy Jason Derulo's "Undefeated" on iTunes Now - http://smarturl.it/Jason-Undefeated?IQid=YTVid\n\nThe official video for Jason Derulo's smash hit "Don't Wanna Go Home" off the album.\n\n\nOfficial website: http://www.jasonderulo.com\nFacebook: http://www.facebook.com/jasonderulo\nTwitter: http://www.twitter.com/jasonderulo\nYouTube subscribe: http://www.youtube.com/JasonDerulo	true	DE	4.829055	Musik	Dieses Video ist in Deutschland nicht verfügbar, weil es möglicherweise Musik enthält, für die die erforderlichen Musikrechte von der GEMA nicht eingeräumt wurden.	Unfortunately, this video is not available in Germany because it may contain music for which GEMA has not granted the respective music rights.
8wxOVn99FTE	82976256	http://i.ytimg.com/vi/8wxOVn99FTE/default.jpg	http://i.ytimg.com/vi/8wxOVn99FTE/hqdefault.jpg	http://www.youtube.com/watch?v=8wxOVn99FTE	true	2010-02-24T16:46:23.000Z	2013-01-26T15:58:56.000Z	Miley Cyrus - When I Look At You	MileyCyrusVEVO	Music video by Miley Cyrus performing When I Look At You. (C) 2010 Touchstone Pictures	true	DE	4.7701945	Musik	Dieses Video ist in Deutschland nicht verfügbar, weil es möglicherweise Musik enthält, für die die erforderlichen Musikrechte von der GEMA nicht eingeräumt wurden.	Unfortunately, this video is not available in Germany because it may contain music for which GEMA has not granted the respective music rights.
WLqRIowfmEY	82812029	http://i.ytimg.com/vi/WLqRIowfmEY/default.jpg	http://i.ytimg.com/vi/WLqRIowfmEY/hqdefault.jpg	http://www.youtube.com/watch?v=WLqRIowfmEY	true	2011-09-30T02:28:26.000Z	2013-01-26T15:50:54.000Z	LMFAO - sexy and you know it	loungebeatmuzz		true	DE	4.123406	Leute & Blogs	Leider ist dieses Video, das Musik von UMG beinhaltet, in Deutschland nicht verfügbar, da die GEMA die Verlagsrechte hieran nicht eingeräumt hat.	Unfortunately, this UMG-music-content is not available in Germany because GEMA has not granted the respective music publishing rights.
PxymwN7nYQQ	82821739	http://i.ytimg.com/vi/PxymwN7nYQQ/default.jpg	http://i.ytimg.com/vi/PxymwN7nYQQ/hqdefault.jpg	http://www.youtube.com/watch?v=PxymwN7nYQQ	true	2007-03-21T10:34:19.000Z	2013-01-26T15:39:35.000Z	SpongeBob SquarePants in China -- by Boom Chicago	boomchicago	But what changes will the Chinese government demand? Written by Rob AndristPlouorde and Dan Oster. Directed by Matt Chapman	false		3.998063	Komödie	Wir haben deine Spracheinstellung festgelegt.	Added to
QNJL6nfu__Q	82725275	http://i.ytimg.com/vi/QNJL6nfu__Q/default.jpg	http://i.ytimg.com/vi/QNJL6nfu__Q/hqdefault.jpg	http://www.youtube.com/watch?v=QNJL6nfu__Q	true	2009-10-03T04:32:55.000Z	2013-01-26T15:57:37.000Z	Michael Jackson - They Don't Care About Us	michaeljacksonVEVO	Music video by Michael Jackson performing They Don't Care About Us. (C) 1996 MJJ Productions Inc.	true	DE,SS	4.918895	Musik	Dieses Video ist in Deutschland nicht verfügbar, weil es möglicherweise Musik enthält, für die die erforderlichen Musikrechte von der GEMA nicht eingeräumt wurden.	Unfortunately, this video is not available in Germany because it may contain music for which GEMA has not granted the respective music rights.
MntbN1DdEP0	82643251	http://i.ytimg.com/vi/MntbN1DdEP0/default.jpg	http://i.ytimg.com/vi/MntbN1DdEP0/hqdefault.jpg	http://www.youtube.com/watch?v=MntbN1DdEP0	true	2012-05-02T14:00:08.000Z	2013-01-26T15:56:38.000Z	Shakira - Addicted To You	shakiraVEVO	Taken from the hit album, "Sale el Sol". Download it now from iTunes at http://smarturl.it/AddictedToYou / Del exitoso álbum "Sale el Sol". Pueden bajarse la canción en iTunes aquí http://smarturl.it/AddictedToYou\nMore info: http://www.shakira.com\n\nMusic video by Shakira performing Addicted To You. (C) 2012 Sony Music Entertainment (Holland) B.V.	true	DE,SS	4.805188	Musik	Dieses Video ist in Deutschland nicht verfügbar, weil es möglicherweise Musik enthält, für die die erforderlichen Musikrechte von der GEMA nicht eingeräumt wurden.	Unfortunately, this video is not available in Germany because it may contain music for which GEMA has not granted the respective music rights.
6JnGBs88sL0	82301315	http://i.ytimg.com/vi/6JnGBs88sL0/default.jpg	http://i.ytimg.com/vi/6JnGBs88sL0/hqdefault.jpg	http://www.youtube.com/watch?v=6JnGBs88sL0	true	2009-06-16T21:07:20.000Z	2013-01-26T16:00:47.000Z	Nelly Furtado - Say It Right	NellyFurtadoVEVO	Music video by Nelly Furtado performing Say It Right. (C) 2006 Geffen Records	true	DE	4.931543	Musik	Dieses Video ist in Deutschland nicht verfügbar, weil es möglicherweise Musik enthält, für die die erforderlichen Musikrechte von der GEMA nicht eingeräumt wurden.	Unfortunately, this video is not available in Germany because it may contain music for which GEMA has not granted the respective music rights.
1hPxGmTGarM	82110291	http://i.ytimg.com/vi/1hPxGmTGarM/default.jpg	http://i.ytimg.com/vi/1hPxGmTGarM/hqdefault.jpg	http://www.youtube.com/watch?v=1hPxGmTGarM	true	2006-10-06T23:03:26.000Z	2013-01-26T15:48:07.000Z	Very Angry Cat - FUNNY	videowhip69	http://www.videowhip.co.uk	false		3.1526465	Komödie	Wir haben deine Spracheinstellung festgelegt.	Added to
eQWG8BVeryU	82036895	http://i.ytimg.com/vi/eQWG8BVeryU/default.jpg	http://i.ytimg.com/vi/eQWG8BVeryU/hqdefault.jpg	http://www.youtube.com/watch?v=eQWG8BVeryU	true	2012-02-17T08:00:00.000Z	2013-01-26T16:00:38.000Z	Chris Brown - Turn Up The Music	ChrisBrownVEVO	Buy Now!\niTunes: http://bit.ly/LOJ1X9\n\nMusic video by Chris Brown performing Turn Up The Music. (C) 2012 RCA Records, a division of Sony Music Entertainment	true	DE,SS	4.860054	Musik	Dieses Video ist in Deutschland nicht verfügbar, weil es möglicherweise Musik enthält, für die die erforderlichen Musikrechte von der GEMA nicht eingeräumt wurden.	Unfortunately, this video is not available in Germany because it may contain music for which GEMA has not granted the respective music rights.
7HKoqNJtMTQ	81794337	http://i.ytimg.com/vi/7HKoqNJtMTQ/default.jpg	http://i.ytimg.com/vi/7HKoqNJtMTQ/hqdefault.jpg	http://www.youtube.com/watch?v=7HKoqNJtMTQ	true	2012-10-04T23:07:12.000Z	2013-01-26T16:00:42.000Z	ADELE - Skyfall	adelelondon	Buy Skyfall now: http://smarturl.it/AdeleSkyfall\n\nWritten by ADELE and Paul Epworth. \n\nSkyfall is the official theme song to the James Bond film of the same name.\n\nVideo by Nick Chappell.\n\nhttp://adele.tv	true	AR,BO,BR,BZ,CL,CO,CR,DE,DO,EC,GF,GT,GY,HN,MX,NI,PA,PE,PY,SR,SV,US,UY,VE	4.8569336	Musik	Dieses Video ist in Deutschland nicht verfügbar, weil es möglicherweise Musik enthält, für die die erforderlichen Musikrechte von der GEMA nicht eingeräumt wurden.	Unfortunately, this video is not available in Germany because it may contain music for which GEMA has not granted the respective music rights.
1RnPB76mjxI	81722840	http://i.ytimg.com/vi/1RnPB76mjxI/default.jpg	http://i.ytimg.com/vi/1RnPB76mjxI/hqdefault.jpg	http://www.youtube.com/watch?v=1RnPB76mjxI	true	2010-03-29T23:55:36.000Z	2013-01-26T15:58:22.000Z	Usher - OMG ft. will.i.am	UsherVEVO	Music video by Usher featuring will.i.am performing OMG. (C) 2010 LaFace Records, a unit of Sony Music Entertainment	true	DE,SS	4.823419	Musik	Dieses Video ist in Deutschland nicht verfügbar, weil es möglicherweise Musik enthält, für die die erforderlichen Musikrechte von der GEMA nicht eingeräumt wurden.	Unfortunately, this video is not available in Germany because it may contain music for which GEMA has not granted the respective music rights.
t45i8cjHzko	81614951	http://i.ytimg.com/vi/t45i8cjHzko/default.jpg	http://i.ytimg.com/vi/t45i8cjHzko/hqdefault.jpg	http://www.youtube.com/watch?v=t45i8cjHzko	true	2011-08-13T13:10:11.000Z	2013-01-26T15:55:51.000Z	What Makes You Beautiful - One Direction (Lyrics) :)	imanewhatever	follow on tumblr: http://skyscraper1d.tumblr.com/\nfollow on twitter: http://twitter.com/imanewhatever\nlike if your a directioner: https://www.facebook.com/pages/One-direction-my-definition-of-perfection-%E1%83%A6/119840951516559\nYou're insecure\nDon't know what for\nYou're turning heads\nWhen you walk through the do-o-or\nDon't need make up\nTo cover up\nBeing the way that you are is en-o-ough\nEveryone else in the room can see it\nEveryone else but you\n\nBaby you light up my world like nobody else\nThe way that you flip your hair gets me overwhelmed\nBut when you smile at the ground it ain't hard to tell\nYou don't know oh oh\nYou don't know you're beautiful\nIf only you saw what I can see\nYou'll understand why I want you so desperately\nRight now I'm looking at you and I can't believe\nYou don't know oh oh\nYou don't know you're beautiful\nOh oh\nThat's what makes you beautiful\n\nSo c-come on\nYou got it wrong\nTo prove I'm right I put it in a so-o-ong\nI don't know why\nYou're being shy\nAnd turn away when I look into your ey-e-es.\nEveryone else in the room can see it\nEveryone else but you\n\nBaby you light up my world like nobody else\nThe way that you flip your hair gets me overwhelmed\nBut when you smile at the ground it ain't hard to tell\nYou don't know oh oh\nYou don't know you're beautiful\nIf only you saw what I can see\nYou'll understand why I want you so desperately\nRight now I'm looking at you and I can't believe\nYou don't know oh oh\nYou don't know you're beautiful\nOh oh\nThat's what makes you beautiful\n\nNa na na na na na naaaa na na\nNa na na na na na\nNa na na na na na naaaa na na\nNa na na na na na\n\nBaby you light up my world like nobody else\nThe way that you flip your hair gets me overwhelmed\nBut when you smile at the ground it ain't hard to tell\nYou don't know oh oh\nYou don't know you're beautiful\n\nBaby you light up my world like nobody else\nThe way that you flip your hair gets me overwhelmed\nBut when you smile at the ground it ain't hard to tell\nYou don't know oh oh\nYou don't know you're beautiful\nIf only you saw what I can see\nYou'll understand why I want you so desperately\nRight now I'm looking at you and I can't believe\nYou don't know oh oh\nYou don't know you're beautiful\nOh oh oh\nYou don't know you're beautiful\nOh oh oh\nThat's what makes you beautiful\n\nAMAZING SINGER! : http://www.youtube.com/jxessicax \ncheck her out! c:	true	DE	4.6804423	Musik	Leider ist dieses Video, das Musik von SME beinhaltet, in Deutschland nicht verfügbar, da die GEMA die Verlagsrechte hieran nicht eingeräumt hat.	Unfortunately, this SME-music-content is not available in Germany because GEMA has not granted the respective music publishing rights.
FJfFZqTlWrQ	81432359	http://i.ytimg.com/vi/FJfFZqTlWrQ/default.jpg	http://i.ytimg.com/vi/FJfFZqTlWrQ/hqdefault.jpg	http://www.youtube.com/watch?v=FJfFZqTlWrQ	true	2009-10-25T06:50:52.000Z	2013-01-26T15:55:50.000Z	P!nk - So What	PinkVEVO	Music video by P!nk performing So What. YouTube view counts pre-VEVO: 952,031 (C) 2008 LaFace Records, LLC	true	DE,SS	4.9253864	Musik	Dieses Video ist in Deutschland nicht verfügbar, weil es möglicherweise Musik enthält, für die die erforderlichen Musikrechte von der GEMA nicht eingeräumt wurden.	Unfortunately, this video is not available in Germany because it may contain music for which GEMA has not granted the respective music rights.
ZR0v0i63PQ4	81293159	http://i.ytimg.com/vi/ZR0v0i63PQ4/default.jpg	http://i.ytimg.com/vi/ZR0v0i63PQ4/hqdefault.jpg	http://www.youtube.com/watch?v=ZR0v0i63PQ4	true	2011-08-27T17:45:15.000Z	2013-01-26T15:58:58.000Z	Rihanna - Cheers (Drink To That)	RihannaVEVO	Rihanna thanks all her supporters who watched the preview cut but here's what you've been waiting for-- from Rihanna to you:  RIHANNA'S PERSONAL CUT of "Cheers (Drink To That)."  © 2011 Island Def Jam	true	DE	4.779386	Musik	Dieses Video ist in Deutschland nicht verfügbar, weil es möglicherweise Musik enthält, für die die erforderlichen Musikrechte von der GEMA nicht eingeräumt wurden.	Unfortunately, this video is not available in Germany because it may contain music for which GEMA has not granted the respective music rights.
qXo3NFqkaRM	80970217	http://i.ytimg.com/vi/qXo3NFqkaRM/default.jpg	http://i.ytimg.com/vi/qXo3NFqkaRM/hqdefault.jpg	http://www.youtube.com/watch?v=qXo3NFqkaRM	true	2008-02-08T01:51:47.000Z	2013-01-26T15:58:03.000Z	Husky Dog Talking - " I love you "	gardea23	You've been asking for MONTHS!!! They are finally here!! Designed by Mishka herself! Get yours here! :)\nhttp://www.rodeoarcade.com/products/mishka-loves-you\n\nWe KNOW theyre only in womens sizes, but if enough of you boys "LIKE" them , we'll get boys ones made too! Or a different design? What do you think? Let us know! We KNOW the boys love Mishka too, and she LOOOVES the boys! ;)\n\n\n\nMORE MISHKA AND FAMILY!!\nMishka's Facebook:\nhttp://www.facebook.com/pages/Mishka-the-Talking-Husky/105928132792594\nMishka's Channel\nhttp://www.youtube.com/gardea23\nMishka's Twitter:\nhttp://twitter.com/mishkathehusky\nMishka in 3D:\nhttp://www.youtube.com/3Dmishka\n\nCheck out our other channels too!\n\nOUR VLOG: http://www.youtube.com/thegardeas\nMOKI: http://www.youtube.com/moremoki\nLAIKA: http://www.youtube.com/laikathehusky	false		4.934786	Tiere	Wir haben deine Spracheinstellung festgelegt.	Added to
5kuq42qcXUA	80957915	http://i.ytimg.com/vi/5kuq42qcXUA/default.jpg	http://i.ytimg.com/vi/5kuq42qcXUA/hqdefault.jpg	http://www.youtube.com/watch?v=5kuq42qcXUA	true	2012-01-20T17:36:32.000Z	2013-01-26T15:58:59.000Z	Ai Se Eu Te Pego (chipmunks chipettes) video	666ADI88	Prodotto con CyberLink PowerDirector	true	DE	4.2156076	Musik	Leider ist dieses Video, das Musik von UMG beinhaltet, in Deutschland nicht verfügbar, da die GEMA die Verlagsrechte hieran nicht eingeräumt hat.	Unfortunately, this UMG-music-content is not available in Germany because GEMA has not granted the respective music publishing rights.
